x,y,z,F
5597.953613,-2438.076172,-1818.885254,9.808141632598522
5244.49707,-2438.076172,-2672.20459,9.812665461104412
4761.90332,-2438.076172,-3459.725342,9.818377541804978
4162.056152,-2438.076172,-4162.056152,9.824716273437717
3459.725342,-2438.076172,-4761.90332,9.831060681308788
2672.20459,-2438.076172,-5244.49707,9.836786574129267
1818.885254,-2438.076172,-5597.953613,9.84133310051392
920.7789917,-2438.076172,-5813.569824,9.844253180671961
1.08E-12,-2438.076172,-5886.036621,9.845259717273434
-920.7789917,-2438.076172,-5813.569824,9.844253180671961
-1818.885254,-2438.076172,-5597.953613,9.84133310051392
-2672.20459,-2438.076172,-5244.49707,9.836786574129267
-3459.725342,-2438.076172,-4761.90332,9.831060681308788
-4162.056152,-2438.076172,-4162.056152,9.824716273437717
-4761.90332,-2438.076172,-3459.725342,9.818377541804978
-5244.49707,-2438.076172,-2672.20459,9.812665461104412
-5597.953613,-2438.076172,-1818.885254,9.808141632598522
-5813.569824,-2438.076172,-920.7789917,9.805248195713938
-5886.036621,-2438.076172,-1.44E-12,9.804266677943234
-5676.602539,-2892.373535,0,9.804267033034524
-5606.714355,-2892.373535,888.0162964,9.805219223787937
-5398.77002,-2892.373535,1754.166626,9.807941362522705
-5057.890137,-2892.373535,2577.123535,9.812163688373637
-4592.467773,-2892.373535,3336.623291,9.81747215019732
-4013.964111,-2892.373535,4013.964111,9.823345161538954
-3336.623291,-2892.373535,4592.467773,9.829210053032453
-2577.123535,-2892.373535,5057.890137,9.834493943000789
-1754.166626,-2892.373535,5398.77002,9.838684242183863
-888.0162964,-2892.373535,5606.714355,9.841372864498156
-3.48E-13,-2892.373535,5676.602539,9.842299655971253
888.0162964,-2892.373535,5606.714355,9.841372864498156
1754.166626,-2892.373535,5398.77002,9.838684242183863
2577.123535,-2892.373535,5057.890137,9.834493943000789
3336.623291,-2892.373535,4592.467773,9.829210053032453
4013.964111,-2892.373535,4013.964111,9.823345161538954
4592.467773,-2892.373535,3336.623291,9.81747215019732
5057.890137,-2892.373535,2577.123535,9.812163688373637
5398.77002,-2892.373535,1754.166626,9.807941362522705
5606.714355,-2892.373535,888.0162964,9.805219223787937
5676.602539,-2892.373535,6.95E-13,9.804267033034524
5606.714355,-2892.373535,-888.0162964,9.805178808831837
5398.77002,-2892.373535,-1754.166626,9.807869296066867
5057.890137,-2892.373535,-2577.123535,9.812075581859883
4592.467773,-2892.373535,-3336.623291,9.817387053480092
4013.964111,-2892.373535,-4013.964111,9.82328140792057
3336.623291,-2892.373535,-4592.467773,9.829181268173025
2577.123535,-2892.373535,-5057.890137,9.834506087738426
1754.166626,-2892.373535,-5398.77002,9.838734329618864
888.0162964,-2892.373535,-5606.714355,9.84144962572726
1.04E-12,-2892.373535,-5676.602539,9.842386005138565
-888.0162964,-2892.373535,-5606.714355,9.84144962572726
-1754.166626,-2892.373535,-5398.77002,9.838734329618864
-2577.123535,-2892.373535,-5057.890137,9.834506087738426
-3336.623291,-2892.373535,-4592.467773,9.829181268173025
-4013.964111,-2892.373535,-4013.964111,9.82328140792057
-4592.467773,-2892.373535,-3336.623291,9.817387053480092
-5057.890137,-2892.373535,-2577.123535,9.812075581859883
-5398.77002,-2892.373535,-1754.166626,9.807869296066867
-5606.714355,-2892.373535,-888.0162964,9.805178808831837
-5676.602539,-2892.373535,-1.39E-12,9.804267033034524
-5432.17041,-3328.838379,0,9.804267210273416
-5365.291504,-3328.838379,849.7786865,9.805140255247965
-5166.30127,-3328.838379,1678.633057,9.807633694096456
-4840.099121,-3328.838379,2466.153809,9.811502450890085
-4394.718262,-3328.838379,3192.949707,9.816364035204774
-3841.124512,-3328.838379,3841.124512,9.821744648964101
-3192.949707,-3328.838379,4394.718262,9.827117111715957
-2466.153809,-3328.838379,4840.099121,9.831959201899274
-1678.633057,-3328.838379,5166.30127,9.835797371510058
-849.7786865,-3328.838379,5365.291504,9.838261051637145
-3.33E-13,-3328.838379,5432.17041,9.839109985596025
849.7786865,-3328.838379,5365.291504,9.838261051637145
1678.633057,-3328.838379,5166.30127,9.835797371510058
2466.153809,-3328.838379,4840.099121,9.831959201899274
3192.949707,-3328.838379,4394.718262,9.827117111715957
3841.124512,-3328.838379,3841.124512,9.821744648964101
4394.718262,-3328.838379,3192.949707,9.816364035204774
4840.099121,-3328.838379,2466.153809,9.811502450890085
5166.30127,-3328.838379,1678.633057,9.807633694096456
5365.291504,-3328.838379,849.7786865,9.805140255247965
5432.17041,-3328.838379,6.65E-13,9.804267210273416
5365.291504,-3328.838379,-849.7786865,9.805101471253957
5166.30127,-3328.838379,-1678.633057,9.807563888634824
4840.099121,-3328.838379,-2466.153809,9.811415468838067
4394.718262,-3328.838379,-3192.949707,9.816276812509694
3841.124512,-3328.838379,-3841.124512,9.821673565580832
3192.949707,-3328.838379,-4394.718262,9.827074485955556
2466.153809,-3328.838379,-4840.099121,9.831950688408106
1678.633057,-3328.838379,-5166.30127,9.83582082534303
849.7786865,-3328.838379,-5365.291504,9.838307099248587
9.98E-13,-3328.838379,-5432.17041,9.839164173088486
-849.7786865,-3328.838379,-5365.291504,9.838307099248587
-1678.633057,-3328.838379,-5166.30127,9.83582082534303
-2466.153809,-3328.838379,-4840.099121,9.831950688408106
-3192.949707,-3328.838379,-4394.718262,9.827074485955556
-3841.124512,-3328.838379,-3841.124512,9.821673565580832
-4394.718262,-3328.838379,-3192.949707,9.816276812509694
-4840.099121,-3328.838379,-2466.153809,9.811415468838067
-5166.30127,-3328.838379,-1678.633057,9.807563888634824
-5365.291504,-3328.838379,-849.7786865,9.805101471253957
-5432.17041,-3328.838379,-1.33E-12,9.804267210273416
-5154.24707,-3744.779785,0,9.804267649178927
-5090.790039,-3744.779785,806.3019409,9.80505417546999
-4901.980469,-3744.779785,1592.75,9.80730060283005
-4592.467773,-3744.779785,2339.979248,9.81078473537221
-4169.873535,-3744.779785,3029.590576,9.81516359454286
-3644.603271,-3744.779785,3644.603271,9.820009152278331
-3029.590576,-3744.779785,4169.873535,9.824848968415932
-2339.979248,-3744.779785,4592.467773,9.829210328294678
-1592.75,-3744.779785,4901.980469,9.832668045428413
-806.3019409,-3744.779785,5090.790039,9.83488691275314
-3.16E-13,-3744.779785,5154.24707,9.83565212631733
806.3019409,-3744.779785,5090.790039,9.83488691275314
1592.75,-3744.779785,4901.980469,9.832668045428413
2339.979248,-3744.779785,4592.467773,9.829210328294678
3029.590576,-3744.779785,4169.873535,9.824848968415932
3644.603271,-3744.779785,3644.603271,9.820009152278331
4169.873535,-3744.779785,3029.590576,9.81516359454286
4592.467773,-3744.779785,2339.979248,9.81078473537221
4901.980469,-3744.779785,1592.75,9.80730060283005
5090.790039,-3744.779785,806.3019409,9.80505417546999
5154.24707,-3744.779785,6.31E-13,9.804267649178927
5090.790039,-3744.779785,-806.3019409,9.805017263402185
4901.980469,-3744.779785,-1592.75,9.80723350292257
4592.467773,-3744.779785,-2339.979248,9.810699458950346
4169.873535,-3744.779785,-3029.590576,9.81507488066552
3644.603271,-3744.779785,-3644.603271,9.819931345721942
3029.590576,-3744.779785,-4169.873535,9.824793015682275
2339.979248,-3744.779785,-4592.467773,9.829181543438061
1592.75,-3744.779785,-4901.980469,9.832665126570692
806.3019409,-3744.779785,-5090.790039,9.834902416252806
9.47E-13,-3744.779785,-5154.24707,9.83567428833914
-806.3019409,-3744.779785,-5090.790039,9.834902416252806
-1592.75,-3744.779785,-4901.980469,9.832665126570692
-2339.979248,-3744.779785,-4592.467773,9.829181543438061
-3029.590576,-3744.779785,-4169.873535,9.824793015682275
-3644.603271,-3744.779785,-3644.603271,9.819931345721942
-4169.873535,-3744.779785,-3029.590576,9.81507488066552
-4592.467773,-3744.779785,-2339.979248,9.810699458950346
-4901.980469,-3744.779785,-1592.75,9.80723350292257
-5090.790039,-3744.779785,-806.3019409,9.805017263402185
-5154.24707,-3744.779785,-1.26E-12,9.804267649178927
-4844.546387,-4137.633301,0,9.804267520743466
-4784.901855,-4137.633301,757.8540039,9.804964444478529
-4607.4375,-4137.633301,1497.047119,9.806949594661534
-4316.522461,-4137.633301,2199.37793,9.810028941246845
-3919.320313,-4137.633301,2847.552979,9.81389945357788
-3425.611572,-4137.633301,3425.611572,9.818182822072588
-2847.552979,-4137.633301,3919.320313,9.822460387764266
-2199.37793,-4137.633301,4316.522461,9.826315442999583
-1497.047119,-4137.633301,4607.4375,9.829372215726824
-757.8540039,-4137.633301,4784.901855,9.831334398797132
-2.97E-13,-4137.633301,4844.546387,9.83200988488721
757.8540039,-4137.633301,4784.901855,9.831334398797132
1497.047119,-4137.633301,4607.4375,9.829372215726824
2199.37793,-4137.633301,4316.522461,9.826315442999583
2847.552979,-4137.633301,3919.320313,9.822460387764266
3425.611572,-4137.633301,3425.611572,9.818182822072588
3919.320313,-4137.633301,2847.552979,9.81389945357788
4316.522461,-4137.633301,2199.37793,9.810028941246845
4607.4375,-4137.633301,1497.047119,9.806949594661534
4784.901855,-4137.633301,757.8540039,9.804964444478529
4844.546387,-4137.633301,5.93E-13,9.804267520743466
4784.901855,-4137.633301,-757.8540039,9.804929639171117
4607.4375,-4137.633301,-1497.047119,9.806885669976714
4316.522461,-4137.633301,-2199.37793,9.80994607351872
3919.320313,-4137.633301,-2847.552979,9.813810179788026
3425.611572,-4137.633301,-3425.611572,9.81809944019475
2847.552979,-4137.633301,-3919.320313,9.82239245235928
2199.37793,-4137.633301,-4316.522461,9.826267897583655
1497.047119,-4137.633301,-4607.4375,9.829344562074304
757.8540039,-4137.633301,-4784.901855,9.831321075824631
8.90E-13,-4137.633301,-4844.546387,9.83200176629269
-757.8540039,-4137.633301,-4784.901855,9.831321075824631
-1497.047119,-4137.633301,-4607.4375,9.829344562074304
-2199.37793,-4137.633301,-4316.522461,9.826267897583655
-2847.552979,-4137.633301,-3919.320313,9.82239245235928
-3425.611572,-4137.633301,-3425.611572,9.81809944019475
-3919.320313,-4137.633301,-2847.552979,9.813810179788026
-4316.522461,-4137.633301,-2199.37793,9.80994607351872
-4607.4375,-4137.633301,-1497.047119,9.806885669976714
-4784.901855,-4137.633301,-757.8540039,9.804929639171117
-4844.546387,-4137.633301,-1.19E-12,9.804267520743466
-4504.977539,-4504.977539,0,9.804266019703345
-4449.513672,-4504.977539,704.7337036,9.804869866809904
-4284.487793,-4504.977539,1392.114502,9.806588947526077
-4013.964111,-4504.977539,2045.216919,9.809252703978602
-3644.603271,-4504.977539,2647.959229,9.812601340077894
-3185.5,-4504.977539,3185.5,9.816307493916062
-2647.959229,-4504.977539,3644.603271,9.820008652089268
-2045.216919,-4504.977539,4013.964111,9.823344598241295
-1392.114502,-4504.977539,4284.487793,9.825990323493317
-704.7337036,-4504.977539,4449.513672,9.827687154686808
-2.76E-13,-4504.977539,4504.977539,9.828271686957866
704.7337036,-4504.977539,4449.513672,9.827687154686808
1392.114502,-4504.977539,4284.487793,9.825990323493317
2045.216919,-4504.977539,4013.964111,9.823344598241295
2647.959229,-4504.977539,3644.603271,9.820008652089268
3185.5,-4504.977539,3185.5,9.816307493916062
3644.603271,-4504.977539,2647.959229,9.812601340077894
4013.964111,-4504.977539,2045.216919,9.809252703978602
4284.487793,-4504.977539,1392.114502,9.806588947526077
4449.513672,-4504.977539,704.7337036,9.804869866809904
4504.977539,-4504.977539,5.52E-13,9.804266019703345
4449.513672,-4504.977539,-704.7337036,9.804837395158435
4284.487793,-4504.977539,-1392.114502,9.806528686850326
4013.964111,-4504.977539,-2045.216919,9.809173055827324
3644.603271,-4504.977539,-2647.959229,9.81251270723286
3185.5,-4504.977539,-3185.5,9.816220182118938
2647.959229,-4504.977539,-3644.603271,9.819930845539988
2045.216919,-4504.977539,-4013.964111,9.823280844626701
1392.114502,-4504.977539,-4284.487793,9.825940851116789
704.7337036,-4504.977539,-4449.513672,9.827648161266604
8.28E-13,-4504.977539,-4504.977539,9.828236527571018
-704.7337036,-4504.977539,-4449.513672,9.827648161266604
-1392.114502,-4504.977539,-4284.487793,9.825940851116789
-2045.216919,-4504.977539,-4013.964111,9.823280844626701
-2647.959229,-4504.977539,-3644.603271,9.819930845539988
-3185.5,-4504.977539,-3185.5,9.816220182118938
-3644.603271,-4504.977539,-2647.959229,9.81251270723286
-4013.964111,-4504.977539,-2045.216919,9.809173055827324
-4284.487793,-4504.977539,-1392.114502,9.806528686850326
-4449.513672,-4504.977539,-704.7337036,9.804837395158435
-4504.977539,-4504.977539,-1.10E-12,9.804266019703345
-4137.633301,-4844.546387,0,9.804267520743466
-4086.692383,-4844.546387,647.2684937,9.804777509286195
-3935.123291,-4844.546387,1278.599121,9.806228448993995
-3686.658447,-4844.546387,1878.446289,9.808477459601448
-3347.415771,-4844.546387,2432.040039,9.811304276932598
-2925.748779,-4844.546387,2925.748779,9.814432448955383
-2432.040039,-4844.546387,3347.415771,9.817557098526223
-1878.446289,-4844.546387,3686.658447,9.820373102214006
-1278.599121,-4844.546387,3935.123291,9.82260630952849
-647.2684937,-4844.546387,4086.692383,9.824039444064722
-2.53E-13,-4844.546387,4137.633301,9.824533599952172
647.2684937,-4844.546387,4086.692383,9.824039444064722
1278.599121,-4844.546387,3935.123291,9.82260630952849
1878.446289,-4844.546387,3686.658447,9.820373102214006
2432.040039,-4844.546387,3347.415771,9.817557098526223
2925.748779,-4844.546387,2925.748779,9.814432448955383
3347.415771,-4844.546387,2432.040039,9.811304276932598
3686.658447,-4844.546387,1878.446289,9.808477459601448
3935.123291,-4844.546387,1278.599121,9.806228448993995
4086.692383,-4844.546387,647.2684937,9.804777509286195
4137.633301,-4844.546387,5.07E-13,9.804267520743466
4086.692383,-4844.546387,-647.2684937,9.804747588092958
3935.123291,-4844.546387,-1278.599121,9.806172351967136
3686.658447,-4844.546387,-1878.446289,9.80840192811084
3347.415771,-4844.546387,-2432.040039,9.811217712095008
2925.748779,-4844.546387,-2925.748779,9.814343277581214
2432.040039,-4844.546387,-3347.415771,9.81747219331316
1878.446289,-4844.546387,-3686.658447,9.82029659431845
1278.599121,-4844.546387,-3935.123291,9.822539043842038
647.2684937,-4844.546387,-4086.692383,9.823979186189968
7.60E-13,-4844.546387,-4137.633301,9.824475939321104
-647.2684937,-4844.546387,-4086.692383,9.823979186189968
-1278.599121,-4844.546387,-3935.123291,9.822539043842038
-1878.446289,-4844.546387,-3686.658447,9.82029659431845
-2432.040039,-4844.546387,-3347.415771,9.81747219331316
-2925.748779,-4844.546387,-2925.748779,9.814343277581214
-3347.415771,-4844.546387,-2432.040039,9.811217712095008
-3686.658447,-4844.546387,-1878.446289,9.80840192811084
-3935.123291,-4844.546387,-1278.599121,9.806172351967136
-4086.692383,-4844.546387,-647.2684937,9.804747588092958
-4137.633301,-4844.546387,-1.01E-12,9.804267520743466
-3744.779785,-5154.24707,0,9.804267649178927
-3698.675293,-5154.24707,585.8126221,9.804687146665584
-3561.497314,-5154.24707,1157.200562,9.805876827399818
-3336.623291,-5154.24707,1700.094482,9.807720635086744
-3029.590576,-5154.24707,2201.126465,9.810037846616732
-2647.959229,-5154.24707,2647.959229,9.812602474653657
-2201.126465,-5154.24707,3029.590576,9.81516368225499
-1700.094482,-5154.24707,3336.623291,9.817472345275002
-1157.200562,-5154.24707,3561.497314,9.819303193278511
-585.8126221,-5154.24707,3698.675293,9.820478383174878
-2.29E-13,-5154.24707,3744.779785,9.820883094310544
585.8126221,-5154.24707,3698.675293,9.820478383174878
1157.200562,-5154.24707,3561.497314,9.819303193278511
1700.094482,-5154.24707,3336.623291,9.817472345275002
2201.126465,-5154.24707,3029.590576,9.81516368225499
2647.959229,-5154.24707,2647.959229,9.812602474653657
3029.590576,-5154.24707,2201.126465,9.810037846616732
3336.623291,-5154.24707,1700.094482,9.807720635086744
3561.497314,-5154.24707,1157.200562,9.805876827399818
3698.675293,-5154.24707,585.8126221,9.804687146665584
3744.779785,-5154.24707,4.59E-13,9.804267649178927
3698.675293,-5154.24707,-585.8126221,9.804659980459261
3561.497314,-5154.24707,-1157.200562,9.805825394389284
3336.623291,-5154.24707,-1700.094482,9.807650175666062
3029.590576,-5154.24707,-2201.126465,9.809954945774349
2647.959229,-5154.24707,-2647.959229,9.812513841782033
2201.126465,-5154.24707,-3029.590576,9.815074968375754
1700.094482,-5154.24707,-3336.623291,9.81738724855413
1157.200562,-5154.24707,-3561.497314,9.819223039119654
585.8126221,-5154.24707,-3698.675293,9.82040226018598
6.88E-13,-5154.24707,-3744.779785,9.820808505674604
-585.8126221,-5154.24707,-3698.675293,9.82040226018598
-1157.200562,-5154.24707,-3561.497314,9.819223039119654
-1700.094482,-5154.24707,-3336.623291,9.81738724855413
-2201.126465,-5154.24707,-3029.590576,9.815074968375754
-2647.959229,-5154.24707,-2647.959229,9.812513841782033
-3029.590576,-5154.24707,-2201.126465,9.809954945774349
-3336.623291,-5154.24707,-1700.094482,9.807650175666062
-3561.497314,-5154.24707,-1157.200562,9.805825394389284
-3698.675293,-5154.24707,-585.8126221,9.804659980459261
-3744.779785,-5154.24707,-9.17E-13,9.804267649178927
-3328.838379,-5432.17041,0,9.804267210273416
-3287.854736,-5432.17041,520.7450562,9.804600204215742
-3165.91333,-5432.17041,1028.667603,9.805541886569154
-2966.016602,-5432.17041,1511.260986,9.807000425166315
-2693.086914,-5432.17041,1956.64209,9.808833025354222
-2353.844238,-5432.17041,2353.844238,9.810861300859678
-1956.64209,-5432.17041,2693.086914,9.812887118712162
-1511.260986,-5432.17041,2966.016602,9.814713291357759
-1028.667603,-5432.17041,3165.91333,9.81616141400589
-520.7450562,-5432.17041,3287.854736,9.81709079994533
-2.04E-13,-5432.17041,3328.838379,9.817410786618119
520.7450562,-5432.17041,3287.854736,9.81709079994533
1028.667603,-5432.17041,3165.91333,9.81616141400589
1511.260986,-5432.17041,2966.016602,9.814713291357759
1956.64209,-5432.17041,2693.086914,9.812887118712162
2353.844238,-5432.17041,2353.844238,9.810861300859678
2693.086914,-5432.17041,1956.64209,9.808833025354222
2966.016602,-5432.17041,1511.260986,9.807000425166315
3165.91333,-5432.17041,1028.667603,9.805541886569154
3287.854736,-5432.17041,520.7450562,9.804600204215742
3328.838379,-5432.17041,4.08E-13,9.804267210273416
3287.854736,-5432.17041,-520.7450562,9.804575982856683
3165.91333,-5432.17041,-1028.667603,9.805495607035617
2966.016602,-5432.17041,-1511.260986,9.806936018583592
2693.086914,-5432.17041,-1956.64209,9.8087554848599
2353.844238,-5432.17041,-2353.844238,9.810775815466682
1956.64209,-5432.17041,-2693.086914,9.812798230625413
1511.260986,-5432.17041,-2966.016602,9.814624253258776
1028.667603,-5432.17041,-3165.91333,9.816073877665781
520.7450562,-5432.17041,-3287.854736,9.817004893823377
6.11E-13,-5432.17041,-3328.838379,9.817325554565029
-520.7450562,-5432.17041,-3287.854736,9.817004893823377
-1028.667603,-5432.17041,-3165.91333,9.816073877665781
-1511.260986,-5432.17041,-2966.016602,9.814624253258776
-1956.64209,-5432.17041,-2693.086914,9.812798230625413
-2353.844238,-5432.17041,-2353.844238,9.810775815466682
-2693.086914,-5432.17041,-1956.64209,9.8087554848599
-2966.016602,-5432.17041,-1511.260986,9.806936018583592
-3165.91333,-5432.17041,-1028.667603,9.805495607035617
-3287.854736,-5432.17041,-520.7450562,9.804575982856683
-3328.838379,-5432.17041,-8.15E-13,9.804267210273416
-2892.373535,-5676.602539,0,9.804267033034524
-2856.763672,-5676.602539,452.4668884,9.804519626316972
-2750.810547,-5676.602539,893.7925415,9.805232315709016
-2577.123535,-5676.602539,1313.110107,9.806334973076003
-2339.979248,-5676.602539,1700.094482,9.80772029175594
-2045.216919,-5676.602539,2045.216919,9.809253157975986
-1700.094482,-5676.602539,2339.979248,9.81078431267743
-1313.110107,-5676.602539,2577.123535,9.812164356783269
-893.7925415,-5676.602539,2750.810547,9.813258862418417
-452.4668884,-5676.602539,2856.763672,9.81396099788661
-1.77E-13,-5676.602539,2892.373535,9.81420306016884
452.4668884,-5676.602539,2856.763672,9.81396099788661
893.7925415,-5676.602539,2750.810547,9.813258862418417
1313.110107,-5676.602539,2577.123535,9.812164356783269
1700.094482,-5676.602539,2339.979248,9.81078431267743
2045.216919,-5676.602539,2045.216919,9.809253157975986
2339.979248,-5676.602539,1700.094482,9.80772029175594
2577.123535,-5676.602539,1313.110107,9.806334973076003
2750.810547,-5676.602539,893.7925415,9.805232315709016
2856.763672,-5676.602539,452.4668884,9.804519626316972
2892.373535,-5676.602539,3.54E-13,9.804267033034524
2856.763672,-5676.602539,-452.4668884,9.80449852258363
2750.810547,-5676.602539,-893.7925415,9.805191655660881
2577.123535,-5676.602539,-1313.110107,9.806277589196517
2339.979248,-5676.602539,-1700.094482,9.807649832342332
2045.216919,-5676.602539,-2045.216919,9.809173509814409
1700.094482,-5676.602539,-2339.979248,9.810699036265524
1313.110107,-5676.602539,-2577.123535,9.812076250253762
893.7925415,-5676.602539,-2750.810547,9.813169740714036
452.4668884,-5676.602539,-2856.763672,9.813871725575597
5.31E-13,-5676.602539,-2892.373535,9.814113820037194
-452.4668884,-5676.602539,-2856.763672,9.813871725575597
-893.7925415,-5676.602539,-2750.810547,9.813169740714036
-1313.110107,-5676.602539,-2577.123535,9.812076250253762
-1700.094482,-5676.602539,-2339.979248,9.810699036265524
-2045.216919,-5676.602539,-2045.216919,9.809173509814409
-2339.979248,-5676.602539,-1700.094482,9.807649832342332
-2577.123535,-5676.602539,-1313.110107,9.806277589196517
-2750.810547,-5676.602539,-893.7925415,9.805191655660881
-2856.763672,-5676.602539,-452.4668884,9.80449852258363
-2892.373535,-5676.602539,-7.08E-13,9.804267033034524
-2438.076172,-5886.036621,0,9.804266677943234
-2408.059326,-5886.036621,381.3991394,9.80444772079494
-2318.748291,-5886.036621,753.4069824,9.804955185052165
-2172.341797,-5886.036621,1106.863403,9.805740225029426
-1972.445068,-5886.036621,1433.065186,9.806726138597552
-1723.980225,-5886.036621,1723.980225,9.807816821572983
-1433.065186,-5886.036621,1972.445068,9.808906220245825
-1106.863403,-5886.036621,2172.341797,9.809888015941617
-753.4069824,-5886.036621,2318.748291,9.810666651698398
-381.3991394,-5886.036621,2408.059326,9.81116657520857
-1.49E-13,-5886.036621,2438.076172,9.811338650329082
381.3991394,-5886.036621,2408.059326,9.81116657520857
753.4069824,-5886.036621,2318.748291,9.810666651698398
1106.863403,-5886.036621,2172.341797,9.809888015941617
1433.065186,-5886.036621,1972.445068,9.808906220245825
1723.980225,-5886.036621,1723.980225,9.807816821572983
1972.445068,-5886.036621,1433.065186,9.806726138597552
2172.341797,-5886.036621,1106.863403,9.805740225029426
2318.748291,-5886.036621,753.4069824,9.804955185052165
2408.059326,-5886.036621,381.3991394,9.80444772079494
2438.076172,-5886.036621,2.99E-13,9.804266677943234
2408.059326,-5886.036621,-381.3991394,9.804429888022657
2318.748291,-5886.036621,-753.4069824,9.804920574192431
2172.341797,-5886.036621,-1106.863403,9.805690785198912
1972.445068,-5886.036621,-1433.065186,9.806664426115269
1723.980225,-5886.036621,-1723.980225,9.807745645050547
1433.065186,-5886.036621,-1972.445068,9.808828290436098
1106.863403,-5886.036621,-2172.341797,9.809805670218928
753.4069824,-5886.036621,-2318.748291,9.810581705409335
381.3991394,-5886.036621,-2408.059326,9.811080323335544
4.48E-13,-5886.036621,-2438.076172,9.811252009277045
-381.3991394,-5886.036621,-2408.059326,9.811080323335544
-753.4069824,-5886.036621,-2318.748291,9.810581705409335
-1106.863403,-5886.036621,-2172.341797,9.809805670218928
-1433.065186,-5886.036621,-1972.445068,9.808828290436098
-1723.980225,-5886.036621,-1723.980225,9.807745645050547
-1972.445068,-5886.036621,-1433.065186,9.806664426115269
-2172.341797,-5886.036621,-1106.863403,9.805690785198912
-2318.748291,-5886.036621,-753.4069824,9.804920574192431
-2408.059326,-5886.036621,-381.3991394,9.804429888022657
-2438.076172,-5886.036621,-5.97E-13,9.804266677943234
-1968.747314,-6059.181152,0,9.804266751517096
-1944.508667,-6059.181152,307.9799194,9.804386236521145
-1872.389893,-6059.181152,608.3763428,9.804718625101088
-1754.166626,-6059.181152,893.7925415,9.805231897606632
-1592.75,-6059.181152,1157.200562,9.805876147251617
-1392.114502,-6059.181152,1392.114502,9.806588767940038
-1157.200562,-6059.181152,1592.75,9.807300309112811
-893.7925415,-6059.181152,1754.166626,9.80794161718284
-608.3763428,-6059.181152,1872.389893,9.808450215310176
-307.9799194,-6059.181152,1944.508667,9.808776650341686
-1.21E-13,-6059.181152,1968.747314,9.80888900585844
307.9799194,-6059.181152,1944.508667,9.808776650341686
608.3763428,-6059.181152,1872.389893,9.808450215310176
893.7925415,-6059.181152,1754.166626,9.80794161718284
1157.200562,-6059.181152,1592.75,9.807300309112811
1392.114502,-6059.181152,1392.114502,9.806588767940038
1592.75,-6059.181152,1157.200562,9.805876147251617
1754.166626,-6059.181152,893.7925415,9.805231897606632
1872.389893,-6059.181152,608.3763428,9.804718625101088
1944.508667,-6059.181152,307.9799194,9.804386236521145
1968.747314,-6059.181152,2.41E-13,9.804266751517096
1944.508667,-6059.181152,-307.9799194,9.80437180638118
1872.389893,-6059.181152,-608.3763428,9.804690444270502
1754.166626,-6059.181152,-893.7925415,9.805191237563648
1592.75,-6059.181152,-1157.200562,9.805824714251596
1392.114502,-6059.181152,-1392.114502,9.806528507267508
1157.200562,-6059.181152,-1592.75,9.807233209211134
893.7925415,-6059.181152,-1754.166626,9.807869550721655
608.3763428,-6059.181152,-1872.389893,9.808374845059717
307.9799194,-6059.181152,-1944.508667,9.808699412624545
3.62E-13,-6059.181152,-1968.747314,9.80881116663519
-307.9799194,-6059.181152,-1944.508667,9.808699412624545
-608.3763428,-6059.181152,-1872.389893,9.808374845059717
-893.7925415,-6059.181152,-1754.166626,9.807869550721655
-1157.200562,-6059.181152,-1592.75,9.807233209211134
-1392.114502,-6059.181152,-1392.114502,9.806528507267508
-1592.75,-6059.181152,-1157.200562,9.805824714251596
-1754.166626,-6059.181152,-893.7925415,9.805191237563648
-1872.389893,-6059.181152,-608.3763428,9.804690444270502
-1944.508667,-6059.181152,-307.9799194,9.80437180638118
-1968.747314,-6059.181152,-4.82E-13,9.804266751517096
-1487.280396,-6194.96875,0,9.804267096203679
-1468.969482,-6194.96875,232.661911,9.804336590657105
-1414.487671,-6194.96875,459.5949097,9.804527642674458
-1325.176514,-6194.96875,675.2111816,9.804821852866324
-1203.235107,-6194.96875,874.2014771,9.80519079389192
-1051.666016,-6194.96875,1051.666016,9.805598688257543
-874.2014771,-6194.96875,1203.235107,9.80600582402133
-675.2111816,-6194.96875,1325.176514,9.806372721867374
-459.5949097,-6194.96875,1414.487671,9.806663693590938
-232.661911,-6194.96875,1468.969482,9.806850398562798
-9.11E-14,-6194.96875,1487.280396,9.806914705489675
232.661911,-6194.96875,1468.969482,9.806850398562798
459.5949097,-6194.96875,1414.487671,9.806663693590938
675.2111816,-6194.96875,1325.176514,9.806372721867374
874.2014771,-6194.96875,1203.235107,9.80600582402133
1051.666016,-6194.96875,1051.666016,9.805598688257543
1203.235107,-6194.96875,874.2014771,9.80519079389192
1325.176514,-6194.96875,675.2111816,9.804821852866324
1414.487671,-6194.96875,459.5949097,9.804527642674458
1468.969482,-6194.96875,232.661911,9.804336590657105
1487.280396,-6194.96875,1.82E-13,9.804267096203679
1468.969482,-6194.96875,-232.661911,9.80432567114104
1414.487671,-6194.96875,-459.5949097,9.80450621226152
1325.176514,-6194.96875,-675.2111816,9.804790688262004
1203.235107,-6194.96875,-874.2014771,9.805150966472569
1051.666016,-6194.96875,-1051.666016,9.80555147141009
874.2014771,-6194.96875,-1203.235107,9.80595259798252
675.2111816,-6194.96875,-1325.176514,9.806314892315353
459.5949097,-6194.96875,-1414.487671,9.806602636314585
232.661911,-6194.96875,-1468.969482,9.806787436093453
